科技 	 全高清 双 存储 设计   JVC   HM200 套装 4350 元         作者 ： 李金昊         [ 北京 行情 ]   JVC   HM200 是 全球 第一款 支持 双 SDHC 存储卡 扩展 能力 的 民用 级 闪存式 高清 数码 摄像机 。 它 支持 同时 安装 两张 SDHC 存储卡 ， 当 使用 的 SDHC 卡 的 容量 全部 达到 32GB 时 ， 最高 可以 记录 30 小时 的 FullHD 视频 影像 。 笔者 今天 在 市面上 了解 到 ， 此款 机型 现在 的 最新 报价 为 4350 元 ， 随 产品 搭配 原装 包 、 UV 镜 、 清洁 套装 、 LCD 贴膜 。         JVC   HM200 可以 同时 安装 两张 SDHC 存储卡 ， 在 拍摄 时 如果 第一张 SDHC 卡 的 容量 已满 ， 则 视频 资料 将 自动 开始 在 第二张 SDHC 卡上 进行 记录 。 性能 方面 ， GZ - HM200 还 支持 适合 YouTube 视频 的 格式 ， 可以 方便 的 通过 iTunes 传输 视频 。 GZ - HM200 配置 了 JVC 最新 开发 的 20 倍 光学 变焦镜头 ， 具有 1 秒 快速 启动 、 便捷 检索 以及 面部 优化 功能 。 GZ - HM200 的 编码 芯片 也 经过 重新 优化 ， 码率 可达 AVCHD 最高 标准 的 24Mbps ， 耗电量 仅为 过去 产品 的 50% 。         编辑 观点 ：         JVC   HM200 是 一款 拥有 双卡槽 的 全高清 数码 摄像机 ， 成像 效果 出色 。 机身 采用 闪存 存储 小巧 轻便 ， 不仅 更加 省 电 ， 还 可以 适应 高原 等 严酷 的 环境 。 现在 此款 机型 刚刚 上市 ， 不 着急 的 消费者 可以 持币观望 一阵 。         JVC   GZ - HM200         [ 参考价格 ]   4350 元 套装 
 科技 	 5 英寸 高清 播放器   昂达 VX575HD 图赏         作者 ： 毛晓曼         昂达 VX575HD 采用 5.0 英寸 800 × 480 分辨率 屏幕 ， 采用 飞梭 操作 方式 ， 并且 操作 加上 “ 蜂鸣 ” 声音 提示 ， 非常 人性化 。   在 功能 上 ， 昂达 VX575HD 支持 RMVB ， 兼容 RealVideo8 / 9 / 10 的 RM / RMVB 视频 编码 ， 最高 支持 达 1360 × 768 分辨率 ， 解码 能力 也 从 10M 平均 码流 提升 至 20M ， 该机 还 支持 MKV 高清 视频格式 ， 并 对 最为 主流 的 H.264 编码 格式 进行 全面 支持 。           据 了解 ， 该款 产品 将 于 近日 上市 ， 8GB 容量 的 售价 为 499 元 。 
 科技 	 70 X光 学 变焦 摄像机   松下 H80 促销 3100 元         作者 ： 陈亮         [ 北京 行情 ]   松下 H80 是 一款 拥有 70 倍 光学 变焦镜头 ， 并 具备 光学 防抖 、 智能 场景 选择 等 功能 ， 它 采用 60GB 硬盘 进行 存储 的 数码 摄像机 新品 ， H80 还 可以 通过 SD 卡 扩容 。 今天 这 款 松下 摄像机 的 最新 报价 为 3100 元 ， 送 备用 电池 、 摄影包 和 UV 镜片 。         松下 H80 采用 了 一枚 1 / 8 英寸 的 CCD 传感器 ， 具有 80 万 有效 像素 。 70 倍 光变 镜头 等效 焦距 为 45.6 ～ 3194mm （ 4 ： 3 ） / 37.3 ～ 2610mm ( 16 : 9 ) ， 最大 光圈 为 F1.9 － 5.7 。 使用 2.7 英寸 12.3 万 像素 液晶屏 ， 存储介质 为 60GB 硬盘 ， 并 支持 SD 卡 扩充 存储 。         松下 H80 所 具有 的 iA 智能 场景 识别 功能 可以 自动 从 5 个 场景 模式 中 选择 适合 的 模式 拍摄 ， 自动控制 曝光 图像 对比度 。 AE 曝光 补正 功能 可以 正对 人物 面部 进行 亮度 调整 ， 即使 逆光 也 能 拍出 令人满意 的 效果 。 面部 识别 功能 可以 针对 人脸 对焦 ， 最 多 可以 识别 出 5 张 面孔 。         编辑 观点 ：         松下 H80 拥有 疯狂 的 70 倍 光学 变焦镜头 ， 这点 在 目前 的 市场 上 可以 说 是 无机 可敌 。 而 光学 防抖 、 智能 场景 识别 等 功能 的 加入 ， 也 让 这款 摄像机 的 使用 更加 的 方便 。 而 在 较为 低廉 的 价格 上 ， 却 拥有 60GB 的 硬盘容量 也 是 比较 不错 的 。 而 小巧 的 机身 体积 和 时尚 的 外形 设计 ， 也 让 这款 摄像机 能够 在 消费者 中 拥有 更好 的 “ 人缘 ” 。         松下   SDR - H80         [ 参考价格 ]   3100 元 送 配件         [ 商家 电话 ]   010 - 82538759 
 科技 	 Sanyo 发布 7 英寸 无线 遥控 数码 相框 HNV - S70Sanyo 公司 发布 了 一款 支持 Motion - JPEG 、 MP3 以及 PCM 等 格式 的 数码 相框 HNV - S70 。 流动 的 线条 搭载 高亮度 ， 高 解析度 的 7 英寸 液晶 显示屏 ， 最大 可播放 800 × 400P ( 16 : 9 ) 影像 。 屏幕 视角 方面 ， 上 下达 120 ° ， 左右 达 140 ° ， 不仅 支持 静态 图片 播放 ， 还 可以 支持 VGA ( 640 × 480 ) 、 QVGA ( 320 × 240 )   @ 30fps 的 动态 视频 播放 。 可以 一边 观赏 图片 一边 听 音乐 。 HNV - S70 除了 支持 记忆卡 传输 外 ， 还 可 通过 红外线 传输 ， 方便 手机 拍摄 所获 的 图片 传输 分享 。 它 支持 11 种 播放 模式 ， 最多 可 显示 4 张 照片 。 此外 ， 显示屏 可 根据 环境 而 自动 调节 亮度 ， 遥控器 可藏 在 背面 。 电池 最 低耗电 为 4.3 w 。 HNV - S70 大小 尺寸 是 210 × 93 × 156mm ， 重量 是 472g 。 HNV - S70 数码 相框 特色 ： 7 英寸 800 × 400P 屏幕 ( 16 : 9 ) 上下 视角 120 ° 、 左右 视角 140 ° 支持 VGA ( 640 × 480 ) 、 QVGA ( 320 × 240 ) @ 30fps 视频 播放 11 种 播放 模式 一次 最 多 可播放 4 张 照片 屏幕 可 根据 环境 改变   省 电 模式 最 低耗电 4.3 w 支持 SD / SDHC / MS 记忆卡 扩充 内置 500MB 内存容量 支持 红外线 传输 提供 底座 、 充电器 和 无线 遥控器 等 配件 大小 尺寸 210 × 93 × 156mm 重量 472g 预计 10 月 8 日 上市 提供 白 、 粉红 、 黑三色 
 科技 	 传承 经典   索尼 PSP3000 烟台 仅 1168 元   【 ZOL - 七天 在线   IT7T . COM 】 红色 是 中国 传统 的 主色 ， 代表 着 喜庆 ， 红火 。 历代 来 经久不衰 ， 即使 是 追赶 时尚 潮流 的 时尚 一族 也 对 红色 有所 钟爱 ， 今天 小编 就 给 大家 介绍 一款 红色 的 索尼 PSP3000 游戏机 。 目前 该 产品 在 烟台 电玩 地带 的 报价 为 1550 元 。 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 入门级 单反 新低   佳能 450D 套 机降 至 4290         作者 ： 陈亮         1 . 佳能 450D 采用 了 具有 约 1220 万 有效 像素 的 CMOS 图像 传感器 ， 感应器 规格 为 APS - C ， 尺寸 22.2 mm × 14.8 mm ， 使用 镜头 的 焦距 转换 系数 仍然 为 1.6 。 2 . 机身 背面 装备 一个 面积 为 3.0 英寸 的 LCD 显示屏 ， 像素 值 可以 达到 23 万 ， 并且 具备 Live   View 实时 取景 功能 。 3 . 相机 的 连 拍 速度 提高 到 了 3.5 张 / 秒 ， 一次 可以 拍摄 53 张 JPEG 格式 的 照片 ， 但是 RAW 格式 图片 只能 达到 6 张 。 4 . 内部 集成 了 佳能 最新版 综合 除尘 系统 。         5 . DIGIC   III 数字影像 处理器 ， 能够 对 影像 进行 真实 、 快速 还原 。 6 . 加入 了 采用 14 位 模拟 / 数字信号 转换 ， 可 高速 高 质地 处理 数据 。 7 . 首次 在 入门级 机器 上 加入 了 点 测光 模式 。 8 . 改变 了 上代 产品 的 存储介质 ， 由 CF 卡 更换 为 SD （ SDHC ） 存储卡 存储 照片 。         编辑 观点 ：         佳能 450D 拥有 入门级 单反 中 主流 的 性能 配置 ， 具有 极高 的 画质 表现 和 色彩 还原 能力 。 对于 初次 接触 单反 的 用户 而言 ， 选择 佳能 的 产品 是 没有 问题 的 。 目前 价格 降 至 新低 ， 拥有 不错 的 性价比 。         佳能   EOS   450D 套机         [ 推荐 商家 ]   4290 元         [ 联系电话 ]   010 - 51666269 
 科技 	 千万 像素 防抖 卡片机   佳能 IXUS95 套装 促销 （ 中关村 在线 数码相机 行情 报道 ） 佳能 IXUS   95   IS 是 一款 拥有 千万 像素 成像 能力 ， 3 倍 光学 变焦 防抖 镜头 的 卡片式 数码相机 。 今天 笔者 在 市场 上 看到 ， 商家 促销 IXUS   95   IS 的 价格 仅为 1666 元 ， 送 4GB 金士顿 高速 SD 存储卡 、 国产 备用 锂电池 、 相机包 、 高速 读卡器 、 LCD 贴膜 和 迷你 三脚架 ， 并 开具 发票 。 全新 的 “ 智慧 AUTO ” 模式 （ 智慧 自动 拍摄 模式 ） ， 在 升级 了 的 DIGIC   4 影像 处理器 强大 支持 下 ， 综合 了 面部 优先 、 降噪 、 运动 检测 与 场景 检测 四项 技术 ， 使 相机 在 “ 智慧 AUTO ” 模式 下 可 随时 对 被 拍摄 影像 进行 智能 判断 与 分析 ， 并 选择 相对 适合 的 方式 进行 拍摄 ， 同时 对 所 拍摄 后 的 图像 做出 优化 处理 ， 提高 了 相机 的 易用性 。 编辑 观点 ： 作为 最 受欢迎 的 IXUS 卡片机 的 最新 产品 ， IXUS   95   IS 拥有 主流 的 性能 配置 ， 经典 的 符合 大众 审美 的 机身 外形 以及 较为 低廉 的 价格 ， 出色 的 性价比 让 其 成为 2009 年 数码相机 市场 的 明星 产品 。 
 科技 	 国庆 中秋 双节 促销   20 款 摄影 器材 齐 降价 近期 我们 就 从 佳能 金牌 经销商 “ 摄苑 网 ” 获悉 ， 摄苑 网 现在 正在 推出 “ 迎 十一 ， 双节 同庆 ” 的 促销 主题 ， 笔者 从 摄苑 网 的 促销 专题 看到 ， 这次 摄苑 网 推出 的 促销 机型 共有 有 20 余款 ， 涉及 了 佳能 、 尼康 、 索尼 等 主流 品牌 的 数码相机 ， 单反相机 ， 摄像机 等 摄影 摄像 器材 ； 降幅 最低 200 元 ， 最高 达 1000 元 ， 很多 器材 都 物超所值 ， 所以 近期 有 购买 相机 ， DV 的 顾客 可以 到 摄苑 网 “ 迎 十一 ” 促销 专题 挑选 一下 ！ （ 专题 网址 ： www.51 sheyuan . com / jiajie ） 摄苑 网 从 9 月 11 日 开始 至 9 月 30 号止 推出 热卖 单反相机 、 数码 摄像机 、 数码相机 共 20 款 ， 强劲 促销 20 天 ， 降价 回馈 新 老客户 ， 最高 降幅 600 元 ， 火爆 促销 中 ！ 
 科技 	 奥林巴斯 E - P2   11 月 31 日 上市 奥林巴斯 发布 EP - 1 之后 从 关注度 来看 非常 成功 ， 全世界 好像 一下子 就 只有 这么 一台 相机 才 是 最好 的 一样 ， 之后 松下 的 GF1 的 继续 维持 此类 机型 的 热度 更是 9 月初 的 热点 。 就 在 看似 没有 Micro   4 / 3 消息 的 时候 ， 突然 又 开始 热炒 关于 奥林巴斯 E - P2 上市 就 在 2009 年 11 月 31 日 ， 产品 外观 上 笔者 也 在 网上 搜罗 到 了 意思 后期 的 外观 照片 。 
 科技 	 实惠 家用 DV   三洋 HD800 超值 热销 2500 元         作者 ： 飘雪         [ 河南 行情 ]   近日 ， 三洋 剃须刀 造型 数码 摄像机 — — HD800 ， 正以 2500 元 的 价格 进行 促销 ， 它 不仅 拥有 800 万 像素 的 CMOS 传感器 ， 而且 在 拍照 功能 方面 可 与 数码相机 相媲美 ， 喜欢 的 朋友 可以 到 商家 处 了解 一下 。         三洋 HD800 整机 依然 为 剃须刀 造型 设计 ， 其 机身 尺寸 是 73.7 × 109 × 35mm ， 重量 只有 171 克 ， 它 采用 了 1 / 2.5 英寸 、 800 万 像素 的 CMOS 传感器 ， 使用 的 是 等效 焦距 为 38 - 190mm ， 光圈 范围 为 F3.5 - 4.7 的 5 倍 光学 变焦镜头 ， 最低 照度 为 3lux ， 配有 闪光灯 ， 且 具备 电子 防抖 功能 。         机身 背面 配备 一块 2.7 英寸 、 23 万 像素 LCD 显示屏 的 三洋 HD800 ， 可以 拍摄 最大 分辨率 为 1280 × 720 / 30fps ， MPEG - 4   AVC / H.264 编码 的 MP4 文件 ， 以及 最大 拍摄 4000 × 3000 像素 分辨率 的 静态 照片 ； 它 采用 了 内置 铂 Σ 影像 处理 引擎 ， 比 旧款 HD700 处理 数据量 提高 到 1.7 倍 ， 最大 支持 12 张 人脸识别 功能 。         其他 方面 ， 三洋 HD800 提供 了 金色 、 粉红色 和 黑色 三款 颜色 ， 标配 DB - L40 锂电池 ， 一次 充电 可以 拍摄 250 张 照片 或 1 小时 30 分钟 左右 的 视频 。 采用 SD / SDHC 存储卡 为 存储介质 ， 并且 最大 可以 支持 32GB 存储卡 。         三洋 HD800         【 参考 报价 】 ： 2500 元         【 联系电话 】 ： 0371 - 69130127 
 科技 	 平民化 之选   爱国者 T1058 卡片机 突破 千元 【 云南 IT 我 帮 您   www . ynit580 . com 】 爱国者 T1058 拥有 1026 万 像素 的 成像 能力 ， 搭配 了 一枚 3 倍 光学 变焦镜头 ， 内置 了 一枚 1 / 2.3 英寸 感光 元件 ， 最大 可以 拍摄 3648 × 2736 分辨率 的 照片 文件 ， 在 国货 中 也 算 得 上 数一数二 ， 在 价格 方面 才 999 元 ， 非常 的 平民化 ， 让 我们 支持 国产 ， 赶紧 拿 起 电话 联系 经销商 哦 。 爱国者 T1058 采用 超薄 卡片式 设计 ， 重量 仅 140g ， 机身 也 很 薄 ， 整体 小巧 轻薄 ， 携带 便捷 ， 受到 广大 消费者 的 喜爱 ， 爱国者 T1058 采用 黑色 机身 ， 中间 带有 银边 。 外壳 经过 磨砂 处理 。 爱国者 T1058 采用 1 / 2.3 英寸 1032 万 像素 的 CCD 作为 感光 器件 ， 可以 拍摄 3648x2736 分辨率 的 照片 ， 镜头 采用 6 片 5 组 的 3 倍 光学 变焦镜头 ， 最大 光圈值 为 2.8 ~ 5.2 ， 快门 时间 为 8 ~ 1 / 2000 秒 ， 最大 ISO 感光度 为 3200 ， 并 支持 智能 防抖 功能 。 爱国者 T1058 背面 采用 了 一块 2.7 英寸 23 万 像素 的 液晶显示 屏幕 。 同时 可 在 拍摄 视频 时 进行 变焦 拍摄 。 分辨率 可达 3648 × 2736 像素 ， 比 本能 满足 消费者 的 需求 。 爱国者 T1058 拥有 自动识别 人脸 、 脸部 识别 、 笑脸 快门 、 背景 虚化 、 红眼 修正 、 包围 曝光 、 弱光 辅助 对焦 等 主流 功能 ， 同时 还 支持 24 种 场景 模式 拍摄 ， 另 拍摄 更加 轻松自由 。 同时 也 支持 16 ： 9 模式 720X400 / 30fps 或 640X480   VGA / 30fps 分辨率 短片 摄像 功能 ， 文件 保存 格式 为 MotionJPEG 格式 。 此外 ， 爱国者 T1058 拥有 16MB 内置 闪存 ， 最大 支持 2GB   SD 和 4GB   SDHC 卡 扩展 。 供电 采用 专用 锂电池 ， 随机 附送 USB 电缆 、 视频 输出 线 、 拎 带 、 锂电池 、 软件 安装 光盘 、 快速 入门 指南 、 充电器 。 编辑 点评 ： 爱国者 T1058 拥有 着 时尚 轻薄 的 外观 ， 相对 于 追求 时尚 一族 的 年轻人 来说 ， 真的 是 一款 不错 的 选择 机型 ， 而且 在 配置 上面 也 是 相对 主流 ， 对于 入门级 的 用户 使用 起来 是 再 合适 不过 了 ， 喜爱 的 朋友 不妨 多 了解 一下 。 爱国者   T1058   播放器 
 科技 	 支持 1080P 全高清   智器 V 系列 新品         作者 ： 毛晓曼         据悉 智器 将 推出 V 系列 MID 新品 ， 该 系列产品 具备 的 1080P 视频 播放 及 HDMI 输出 到 大屏幕 平板电视 的 功能 ， 把 MID 的 用途 从 随身 便携 的 掌上 使用 ， 扩大 到 客厅 / 卧室 的 1080P 高清 影音 享受 。           智器 V 系列 1080P 的 全高清 MID 掌上 产品 ， 支持 MKV / H.264 的 1080P 视频 播放 ， 并 支持 HDMI 输出 1080P 视频 到 大屏幕 平板电视 上 播放 ， 同时 支持 的 影片格式 还有 RMVB ， MPEG4 ， FLV ， VC - 1 ， WMV ， MPEG2 等等 ， 具备 多 格式 通吃 的 能力 。         目前 智器 方面 还 没有 透露 V 系列 1080P 高清 MID 各款 机型 的 详情 资料 及 价格 ， 感兴趣 的 朋友 不妨 关注 一下 。         MID 全称 ： 移动 互联网 设备 （   Mobile   Internet   Devices ） ， 是 一种 领先 时尚 的 手持 消费 电子产品 。 智器 MID 凭借 多个 智能 操作系统 的 支持 ， 可 安装 海量 软件 ， 可 通过 3G 网络 / WiFi 无线 宽带 / 蓝牙 连 手机 等 多种 方式 ， 随时随地 连入 互联网 ， 获取 视频 、 音乐 、 游戏 、 电子书 、 炒股 、 移动 办公 、 GPS 车载 导航 、 外语 学习 、 儿童教育 、 QQ / MSN / 飞信 等 软件 及 资讯 服务 。 
 科技 	 时尚 家用 数码相机   三星 ES55 售价 仅 950 元         三星 ES55 数码相机 使用 拥有 3 倍 光学 变焦 和 5 倍 数码 变焦 的 三星 伸缩 镜头 。 有效 像素 是 1020 万 最高 分辨率 为 3264 × 2449 。 使用 1 / 2.33 英寸 CCD 传感器 。 焦距 的 范围 是 36 - 108mm ， 微距拍摄 的 最近 距离 是 10cm 。 三星 ES55 使用 机械 电子 快门 ， 速度 为 自动 ： 1 / 8 - 1 / 1500 ； 程序 ： 1 - 1 / 1500 ； 夜景 ： 8 - 1 / 1500 ； 焰火 ： 4 秒 。 使用 SD / SDHC / MMC   PLUS 存储卡 ， 文件格式 为 照片 ： JPEG （ DCF ） ； EXIF   2.21 ； DPOF   1.1 ； PictBridge   1.0 ， 视频 ： AV   I （ MJPEG ） ， 音频 ： WAV 。 TTL 自动 对焦 。         三星 ES55 数码相机 的 拍摄 场景 模式 分为 ： 美丽 拍摄 ； 人像 ； 夜 ； 儿童 ； 风景 等 。 照片 的 特效 有 ： 照片 风格 选择 ： 柔和 ； 鲜明 ； 悠远 ； 怀旧 ； 清爽 ； 宁静 ； 古典 ， 照片 调整 ： 鲜明 度 ； 对比度 ； 饱和度 （ 5 级 调整 ） 。 内置 闪光灯 ， 闪光 范围 是 （ 广角 ） 0.2 m - 3.75 m （ 远摄 ） 0.5 m - 2.0 m （ ISO 自动 ） ， 闪光灯 模式 有 自动 、 自动 & 红眼 消减 、 强制 闪光 、 慢速 同步 闪光 、 强制 关 、 红眼 修复 。 三星 ES55 支持 面部 识别 功能 ， 自拍 功能 和 连 拍 功能 。 拍摄 模式 分为 自动 ； 程序 ； DIS （ 数字图像 稳定 ） ； 拍摄 指南 ； 场景 。 同时 三星 ES55 数码相机 还 支持 短片 拍摄 。 播放 能力 有 ： 单张 ； 缩略图 ； 幻灯片 播放 ： 使用 幻灯片 功能 时 可以 同时 播放 背景音乐 ； 视频 。 支持 录音 功能 ： 最长 10 小时 。 内置 麦克风 和 喇叭 。         三星 ES55 数码相机 在 接口 设置 和 其他 方面 ： 数据 接口 为 USB2.0 ； 视频 接口 为 AV :   NTSC , ， PAL （ 用户 可 选 ） 。 使用 的 电池 类型 为 ： 专用 锂电池 ， 充电电池 ： SLB - 10A ， 3.7 V   ( 1050   mAh ) 。 充电器 ： SAC - 47 （ 不同 销售 地区 电池 型号 可能 会 有 差异 ） 。 随机 附有 相机 套 ， 用户手册 ， 产品 保修 书 ， 相机 带 ， 软件 光盘 ， AV 线 ， 充电电池 ， 交流 适配器 / USB 线 。 随机 软件 是 Samsung   Master ， Adobe   Reader 。         编辑 点评 ： 三星 ES55 数码相机 作为 一款 家用 数码相机 ， 就 像 一个 随身携带 的 化妆包 一样 ， 随时随地 为 您 呈现 最 美丽 的 画面 。 目前 报价 仅为 950 元 。         【 品牌 型号 】 三星 ES55 数码相机         【 参考价格 】 950 元         【 商家 电话 】 024 - 81627433 
 科技 	 时尚 新宠 新机型   尼康 D5000 套 机售 5309 元         D5000 的 外观设计 较 D60 变化 不 大 ， 依然 是 没有 肩部 LCD 的 简化 入门 单反 设计 ， 当然 背后 的 旋转 屏是 D5000 区别 于 其他 机型 的 最 主要 分别 。 D5000 的 旋转 屏幕 轴 在 底部 ， 相比 索尼 A350 / A300 的 翻转 屏 设计 要 灵活 得 多 。 当然 ， 少许 的 美中不足 是 这块 2.7 寸 屏幕 的 像素数 比较 保守 ， 依然 是 23 万 像素 ， 似乎 是 为了 节约 成本 考量 的 结果 。         拍摄 性能 上 ， D5000 也 有 不小 的 进步 ， 1200 万 像素 的 CMOS 和 EXPEED 影像 处理器 搭配 ， 足够 满足 一般 家庭 拍摄 的 需要 。 值得 表扬 的 是 ， 来自 D90 的 11 点 自动 对焦 系统 也 装备 至 D5000 上 ， 相 比较 D60 ， 真是 进步 太 多 。 其他 的 包括 D - Lighting 、 后期 润饰 、 以及 D - movie 功能 ， D5000 也 都 具备 。         编辑 点评 ： 尼康 D5000 作为 一款 定 位于 入门级 的 单反相机 ， 采用 了 灵活 的 液晶 翻转 屏 ， 用户 拍照 更为 便捷 。 紧凑 轻便 的 机身 设计 ， 可 轻松 持握 ， 易于 操控 D5000   相机 结合 了 尼康 卓越 品质 和 超 高性能 ， 带来 了 前所未有 的 创造性 表现 能力 ， 为 拍摄 增添 更 多 乐趣 ， 而 最新 的 EXPEED 图像处理 引擎 得 使用 ， 对于 成像 效果 具有 优化 作用 ， 而且 在 高清 拍摄 上 也 提升 了 性能 ， 是 一款 值得 购买 的 入门 单反相机 。         【 产品型号 】 ： 尼康 D5000 ( 单 头套 机 18 - 55mmVR )         【 参考价格 】 ： 5309 元         【 联系电话 】 ： 021 - 64863656 
 科技 	 高清 闪存 摄像机   三洋 CG10 降至 1399 元 送 卡 编辑 观点 ： 三洋 CG10 体积 小巧 握感 舒适 ， 让 携带 和 使用 都 更加 便利 。 在 拥有 不错 视频 拍摄 性能 的 同时 ， CG10 的 静态 照片 也 非常 不错 。 目前 的 售价 非常 低廉 ， 具有 极高 的 性价比 值得 消费者 选购 。 
 科技 	 25mm 广角 12 X光 变   松下 长焦 ZS3 套装 送 配件 编辑 观点 ： 松下 ZS3 兼顾 广角 长焦端 的 成像 能力 ， 焦距 范围 达到 了 25 - 300mm ， 它 的 背面 采用 46 万 像素 3 英寸 的 液晶显示 屏幕 ， 显示 效果 出众 。 同时 具备 智能 拍摄 功能 让 初学者 也 能 运用自如 。 目前 ZS3 在 市场 上 拥有 极高 的 关注度 ， 是 比较 热门 的 便携 长焦 相机 。 
 科技 	 千万 像素 广角 DC   佳能 IXUS   110IS 特价 佳能 IXUS   110 相机 三围 是 97.9 × 54.1 ×   22.1 mm ， 重约 为 145 克 ， 整机 轻薄 便于 携带 ， 具有 多种 颜色 可 供选择 ， 机身 背面 采用 的 是 2.8 英寸 液晶屏 ， 分辨率 为 23 万 像素 ， 长宽 比为 16 ： 9 。 佳能 IXUS   110 采用 的 是 1 / 2.3 英寸 的 CCD 感光 元件 ， 有效 像素 约 为 1210 万 ， 该机 采用 的 是 4 倍 光学 变焦 的 镜头 ， 支持 IS 防抖 技术 ， 焦距 为 28 - 112mm ， 光圈 大小 为 F2.8 - 5.8 ， 广角镜头 对于 拍摄 来说 能 更为 的 实用 ， 最近 微距 距离 也 达到 了 2cm ， 值得称赞 。 佳能 IXUS   110 的 快门速度 为 15 - 1 / 1600 秒 ， 连 拍 速度 约 为 0.8 张 / 秒 。 佳能 IXUS   110IS 相机 可以 拍摄 1280 × 720 像素 ( 30 帧 / 秒 ) 的 视频短片 。 该机 还 支持 全新 的 “ 智慧 AUTO ” 模式 （ 智慧 自动 拍摄 模式 ） ， 在 升级 了 的 DIGIC   4 影像 处理器 强大 支持 下 ， 综合 了 面部 优先 、 降噪 、 运动 检测 与 场景 检测 四项 技术 ， 使 相机 在 “ 智慧 AUTO ” 模式 下 可 随时 对 被 拍摄 影像 进行 智能 判断 与 分析 ， 并 选择 相对 适合 的 方式 进行 拍摄 ， 同时 对 所 拍摄 后 的 图像 做出 优化 处理 ， 实用性 很强 。 支持 SD / SDHC / MMC 卡为 存储介质 ， 采用 专用 NB - 4L 锂电池 供电 。         编辑 点评 ： 佳能 IXUS   110S 相机 外观 美观大方 ， 性能 的 配置 上 除了 拥有 必备 的 基本功能 外 ， 还 加入 了 包括 面部 优先 、 智能 自动 拍摄 模式 等 人性化 功能 ， 非常 实用 且 漂亮 ， 喜欢 的 朋友 去 看看 吧 。 佳能 IXUS   110IS 相机 
 科技 	 单反 手感 性价比 之王   富士 长焦 S1500 热卖 【 ZOL - 七天 在线   it7t . com 】 长焦机 型 一直 都 是 入门级 摄影 爱好者 的 最 爱 ， 目前 市场 中 的 长焦机 型 非常 多 ， 并且 各具特色 各有千秋 ， 今天 笔者 向 大家 推荐 一款 有着 单反 手感 的 高性价比 长焦机 型 — 富士 S1500 ， 该机 配备 了 主流 1000 万 有效 像素 1 / 2.3 英寸 CCD 传感器 ， 拥有 12 倍 光学 变焦 富士 龙 镜头 ， 感兴趣 的 朋友 可以 关注 一下 。 
 科技 	 双 存储介质   松下 HDC - TM20 摄像机 到货   松下 TM20 是 一款 能 拍摄 1080P 全高清 分辨率 视频 的 数码 摄像机 ， 它 配备 了 1 / 6 英寸 147 万 像素 的 传感器 和 2.7 英寸 的 显示屏 ， 支持 16GB 内存 / SD 卡双 存储 模式 。 目前 此款 摄像机 售价 5990 元 。 松下 TM20 机身 采用 了 钢琴 烤 漆 材质 ， 具备 很 好 的 光泽度 ， 线条 流畅 ， 持握 舒适 。 机身 尺寸 为 64 × 67 × 127mm ， 重量 约 为 270g ， 轻巧 便携 。 配备 了 一块 2.7 英寸 23 万 像素 的 显示屏 ， 机身 内置 16GB 闪存卡 ， 最长 可 连续 录制 约 80 分钟 视频 ， 支持 SD / SDHC 卡 扩展 容量 ， 机身 配备 有 HDMI 接口 。 松下 TM20 采用 一枚 1 / 6 英寸 147 万 像素 CMOS 感光 元件 ， 16 倍 光学 变焦 徕 卡 Dicomar 镜头 。 静像 117 万 像素 ， 动态 117 万 像素 。 镜头 焦距 为 2.95 - 47.2 mm ， 最大 光圈 F1.8 - F3.3 ， 相当于 35mm 相机 44.1 - 706mm ， 支持 O . I . S . 光学 防 ， 松下 TM20 可 将 全高清 影像 录制 在 内存 或 SDHC / SD 记忆卡 中 ， 当 内存 存满时 ， 该 功能 可 自动 将 记录 介质 切换 为 SDHC / SD 记忆卡 ， 从而 实现 不间断 录制 。   编辑 点评 ： 松下 TM20 是 一款 闪存式 全高清 摄像机 ， 它 的 配置 比较 实用 ， 所 支持 的 光学 防抖 功能 能 帮助 用户 拍摄 出 清晰 稳定 的 视频 。 此款 摄像机 小巧 便携 ， 价格 与 硬盘式 全高清 DV 相比 也 低廉 许多 。 松下 HDC - TM20 摄像机 
 科技 	 小巧 惹人爱   ANC 酷爱 超强版 烟台 仅 158 元 【 ZOL - 七天 在线   IT7T . COM 】 ANC 奥尼是 摄像头 领域 著名 的 大厂 , 其 产品 在 性能 上 一般 比较 可靠 , 而 价格 高昂 也 是 一个 突出 特点 。 近日 ， 小编 在 烟台 旭海 科技 了解 到 ， ANC 一款 型号 为 酷爱 超强版 摄像头 已 到货 该 卖场 ， 该 摄像头 拥有 出色 的 成像 效果 ， 而且 能够 为 您 带来 更 多 娱乐 特效 。 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 更 多 时尚 功能   28mm 广角 三星 PL70 到货 【 ZOL - 七天 在线   it7t . com 】 近日 ， 三星 一款 多功能 相机 — PL70 到货 烟台 卖场 。 该机 搭载 1200 万 有效 像素 CCD 传感器 ， 内置 5 倍 光学 变焦 ， 28mm 广角镜头 ， 3.0 英寸 23 万 像素 液晶 显示屏 。 提供 场景 智能 识别 功能 和 双重 防抖 功能 ， 采用 了 最 先进 的 H.264 视频压缩 技术 ， 并 可 在 拍摄 视频 的 同时 进行 5 倍 光学 变焦 ， 近日 准备 购置 相机 的 朋友 可以 关注 一下 。 
