时尚 	 组图 ： 香肩美 锁骨   性感 不 张扬 女人 哪个 部位 最美 最 性感 ？ 不是 红唇 ， 不是 翘 臀 ， 更 不是 波胸 ， 而是 肩膀 。 锁骨 ， 是 你 身着 斜肩 上装 引来 同性 羡慕 的 地方 ， 是 被 抹胸 曳 地长 礼服 衬托 得 最 耀眼 的 地方 ， 它 的 美 充满 灵性 ， 让 女人 立刻 有 了 一种 轻盈 的 气质 。 它 堪称 女人 身上 一道 最美 的 风景线 。 今夏 ， 单肩 装将 低调 并 一枝独秀 地 流行 着 ， 一抹 香肩 半边 锁骨 的 靓丽 ， 同时 造就 了 几个 层次 的 美感 ， 不 对称 、 错落 感 、 优雅 、 性感 … … 一切都在 那 微微 倾斜 的 一道 色彩 。 单肩 休闲 衫   搭配 牛仔 最 IN 如果 你 认为 ， 单肩 风潮 仅仅 适用 于 相对 正式 的 礼服 或 小 洋装 ， 那 你 就 大错特错 了 ， 一款 棉质 的 普通 T恤 ， 只 需 在 剪裁 上作 一些 调整 ， 同时 将领 口开 大 ， 就 能 轻松 呈现出 当季 最 In 的 单肩 感觉 ， 在 斜肩 处 露出 细细的 肩带 ， 搭配 牛仔裤 就 很 好看 。 时尚 女王 凯特 － 摩丝 永远 懂得 美的 定义 ， 就 连 最 普通 的 T恤 ， 一样 可以 穿出 最 Fashion 的 感觉 。 单肩 小 洋装   呈现 多样 风格 短款 单肩 连衣裙 根据 面料 、 剪裁 的 不同 ， 往往 可以 展现出 多样 、 多变 的 风格 。 礼服 型 的 单肩 连衣裙 充满 野性 ； 而 缎面 、 丝绸 材质 的 连衣裙 则 散发 着 迷人 的 青春 气息 。 “ 绯闻 女孩 ” 布莱克 － 莱 弗利 一袭 玫 红色 缎面 单肩 小 洋装 ， 玲珑 曲线 凸显 无遗 。 
 时尚 	 组图 ： 铆钉 皮草 小 细节 大 亮点 导读 ： 细节 往往 是 考究 问题 的 关键 ， 当 Lady   Gaga 穿着 高 垫肩 西装 、 顶 着 一支 夸张 的 蝴蝶结 ， 如同 外星人 般 横空出世 之 时 ， 我们 就 早已 领略 了 细节 的 冲击 。 当然 这股 Lady   Gaga 风潮 就算 在 时尚 潮流 翻涌 的 欧美 大陆 也 绝对 是 屈指可数 ， 如此 高调 穿着 ， 试想 走 在 车水马龙 的 闹市区 将 是 多么 的 “ 振奋人心 ” 。 所以 ， 正确 的 搭配 穿着 绝对 重要 。 铆钉 西服 搭配 紧身 长裤 打造 都市 硬朗 女性 摇滚 机车 风格 真是 在 这季 主打 的 红火 ， 无处不在 的 铆钉 成为 了 象征 ， 几乎 成 了 设计师 都 在 盲从 的 潮流 。 从 前卫 的 Louise   Goldin   到 当红 的   Balmain 、 Alexander   Wang   再 到 老字号 Herm è s ， 每个 品牌 都 要 搭 上 铆钉 装饰 的 顺风 车 ， 结合 各自 品牌 的 特点 来 演绎 铆钉 。 黑色 铆钉 外套 ： Balenciaga   from   House ； 金色 拉链 裤 ： Izzue ； 铆钉 水晶 凉鞋 ： From   House   ； 手带 、 手链 ： House 不同 材质 的 黑色 搭配 出 不同 的 效果 是 本季 的 一大 特色 ， 比如 这件 布料 质地 的 西装 搭配 亚麻 光滑 材质 的 西裤 ， 让 全黑 不再 显得 单调 。 西装 袖上 的 全 铆钉 与 铆钉 平底鞋 都 是 让 整身 出彩 的 关键 。 在 本季 ， 除了 运用 材质 对比 凸显 层次感 外 ， 你 还 可以 选择 铆钉 与 流苏 的 组合 ， 就 如同 Jean   Paul   Gaultier 一样 ， 软硬 的 组合 摇滚 味十足 。 另外 局部 铆钉 的 单品 ， 比如 ： 铆钉 包 、 高跟鞋 之类 的 也 可以 大胆 尝试 。 皮草 围巾 搭配 连衣裙 打造 摩登女郎 皮草 对于 人们 来说 真是 又 爱 又 恨 。 爱 的 是 它 的 张扬 、 野性 。 恨 得 是 它 的 肆意 杀生 。 当然 我们 还是 有 理由 相信 “ 仿毛 技术 ” 的 高超 。 这 季 ， 皮草 更加 夸张 ， 讲究 体积 与 厚重感 ， 最 新潮 的 皮草 袖 、 凌乱 的 感觉 看上去 狂野 、 摩登 感 十足 。 印花 连衣裙 ： House ， 黑白 Legging ： House ， 弹性 腰带 ： b + ab ； 黑色 高跟鞋 ： Aee   ， 黑色 羽毛 裙作 围巾 ： Izzue 用 皮草 作为 围巾 在 寒冷 的 冬季 既 保暖 又 时尚 ， 因为 颈部 已经 很 堆积 、 膨胀 ， 所以 下身 一定 要 选择 修身 连衣裙 ， 系 上 一条 腰带 ， 很 好 地 分割 了 腰部 曲线 。 
 时尚 	 组图 ： 情趣 小 内裤 抱歉 身材 也 性感 导读 ： 维多利亚 的 秘密 是 全世界 女性 趋之若鹜 的 内衣 时尚品牌 ， 她 所 引领 的 不仅仅 是 时尚 ， 更是 一种 生活态度 。 倡导 “ 穿出 你 的 线条 ， 穿出 你 的 魅力 ， 穿 出 属于 你 的 一道 秘密 的 风景 ” 。 其 大胆 的 设计 ， 新颖 的 款式 ， 鲜亮 的 颜色 不仅 给 全球 女性 带来 了 神秘 与 时尚 ， 更 多 的 是 让 她们 沉醉于 性感 的 梦幻 世界 里 。 
 时尚 	 组图 ： 英伦 格调   文艺 痞女 的 时尚 标签 导读 ： 英伦 风 ， 从 字面上 理解 就是 “ 英国 的 风格 ” ， 英伦 风格 以 自然 、 优雅 、 含蓄 、 高贵 为 特点 ， 运用 苏格兰 格子 、 良好 的 剪裁 以及 简洁 修身 的 设计 ， 体现 绅士风度 与 贵族 气质 ， 个别 还 带有 欧洲 学院 风 的 味道 。 英伦 低调 忧郁 的 气质 让 人 看起来 像是 永远 不曾 长大 的 孩子 ， 面孔 冷峻 叛逆 ， 紧闭 轻薄 的 嘴唇 中 又 透露 出 一丝 不屑 的 嘲讽 与 坚忍 。 英伦 风 关键词 ： 卷边 破洞 牛仔裤 穿着 卷边 的 破洞 牛仔裤 ， 一脸 的 冷傲 ， 桀骜不驯 ， 明明 是 个 坏小孩 的 样子 ， 可是 却 也 透 着 一股 英伦 的 绅士风度 。 英伦 风 关键词 ： 苏格兰 格子 ， 风衣 说 到 英伦 风 ， 第一个 闪入 脑海 的 就是 苏格兰 格子 。 曾经 光 着 屁股 穿 苏格兰 裙 吹风 笛 的 英国 男人 ， 怎么 也 想不到 它会 成为 经典 的 时尚 。 风衣 最受 大家 推崇 的 品牌 可能 是 英国 的 Buberry ， 它 已经 成 了 英伦 风 的 指标 之一 。 虽然 是 一件 包裹 全身 抵御 风寒 的 衣服 ， 却 十分 修身 ， 轻易 就 能 让 气质 得到 提升 ， 正因如此 它 也 俘获 了 全球 众多 女人 心 。 英伦 风 关键词 ： 系带 小 皮鞋 ， 菱形 格 英国人 将 菱形 格 运用 到 全身 的 所有 服装 上 ， 菱形 格 毛衣 ， 小 西装   ， 甚至 是 长筒袜 。 系带 的 小 皮鞋 从 中世纪 到 现在 ， 变幻 的 空间 ， 不变 的 是 情调 ， 无论是 小男孩 还是 成年 男人 ， 穿 起来 都 一副 绅士 态度 。 英伦 风 关键词 ： 粗 呢 针织 开衫 ， 长筒袜 粗 呢 针织 长 开衫 男女 通杀 ， 学生 气质 非常 浓厚 ， 菱形 格 的 花纹 十分 大气 ， 任 谁 穿着 都 立刻 年轻 好几岁 。 过膝 的 长 筒裤 ， 非常 巧妙 的 修饰 小腿 线条 ， 多少 女生 离开 了 校园 ， 但 离不了 长筒袜 情结 。 
 时尚 	 组图 ： 铅笔 仔裤 百搭 不厌 招人 爱 铅笔 裤 ， 源于 英文 Pencil   Pants ， 也 常 被 称为 烟管 裤 ( Drainpipe   Jeans ) 、 吸烟 裤 ( Cigarette   Pants ) ， 这些 裤子 都 是 Skinny   Jeans   的 一种 ， 这种 裤型 的 特点 是 剪裁 超低 腰 ， 可以 对 臀 、 腿部 塑型 ， 让 臀部 紧贴 、 腿线 纤长 。 Skinny   Jeans   和 摇滚乐 有 密不可分 的 关系 ， 从 50 年代 ， 猫王 穿着 Skinny   Jeans 开始 ， 用 旋转 摇摆 的 身姿 震撼 全世界 ， 其后 ， 滚石 乐队 、 性手枪 乐队 ， 穿着 薇 薇 恩 韦斯特 伍德 ( VivienneWestwood )   的 Skinny   Jeans ， 搭配着 马丁 靴   ( Dr   Martens )   穿 。 将 瘦瘦的 裤腿 塞进 马丁 靴 ， 这种 朋克 摇滚 风格 的 穿 搭 ， 至今 仍然 十分 流行 。 马甲 加 T恤 是 很 有 个性 的 装扮 ， 这时 再配 一条 深色 铅笔 裤 很 有 朋克 的 味道 ， 再 来 一顶 翻边 帽子 ， 狂欢 聚会 给 你 亮 足 整个 聚会 ！ 铅笔 裤 和 长款 西装 搭配 是 非常 中性 帅气 的 穿法 ， 内 搭 一件 图案 个性 的 T恤 马上 提升 时髦 感 。 铅笔 裤套 上 贴合 身形 的 西装 衬衫 和 外套 ， 并用 高跟鞋 去 弱化 过于 冷酷 的 感觉 ， 你 就是 街头 另 一个 kate   moss 。 铅笔 裤 不止 只有 布质 的 了 ， 牛仔 也 来 了 ， 水洗 、 磨白 的 低腰 牛仔 铅笔 裤 ， 时尚 的 品味 很 浓郁 。 腿部 磨 破旧 旧 的 感觉 很 有 朋克 味道 ， 超酷 。 
 时尚 	 组图 ： 丑娃 派对 的 秋冬 别致 配饰 导语 ： 09 秋冬 ， Marc   Jacobs 的 配饰 简直 就是 Miss   Marc 小姐 的 “ 动物 好友 派对 ” ， 猫头鹰 、 狸猫 、 老鼠 及 鸽子 ， 担当 着 今季 配饰 的 主要 角色 ， 多款 手袋 、 耳环 及 项链 都 出现 它们 的 身影 。 
 时尚 	 组图 ： 复古风 横行 型格 萝卜 裤 正当 红 导读 ： 天气 一天 比 一天 冷 了 ， 还是 穿 裤子 的 时候 多 ， 要 想 把 裤子 穿 出 自己 的 风格 ， 还是 有些 诀窍 的 。 今秋 复古风 当道 ， 萝卜 裤 强势 回潮 ！ 个性 百变 裤装 ， 让你在 秋日 里 足够 型格 ， 穿 出超 具 个性 的 时尚 酷感 女郎 。 一 起来 看看 我们 精选 出 的 搭配 ， 还有 那些 不可 错过 的 推荐 单品 ， 相信 可以 帮助 你 成为 今秋 最 抢眼 的 “ 裤 ” 女郎 。 时尚 点评 ： 白色 涂鸦 感 的 TEE 下 搭 黑色 的 萝卜 裤 ， 再 搭 上 今年 大热 的 角斗士 高跟鞋 ， 潇洒 帅气 ， 超具 气质 的 型格 魅力 由内而外 散发 出来 ， 配 上 大大的 三角形 围巾 ， 为 你 整体 英气 的 装扮 增添 时尚 气息 ， 起到 点缀 作用 。 细节 展示 ： 时尚 点评 ： 灰色 的 休闲 TEE 搭上 卡其色 的 萝卜 裤 ， 颜色 的 清爽 气息 与 萝卜 裤 独特 的 魅力 完美 地 集合 到 一起 ， 帅气 又 独具 个人风格 的 休闲 装扮 ， 绝对 让 你 格外 出众 。 细节 展示 ： 
 时尚 	 组图 ： 好 搭 又 有 型   09 秋冬 新款 短靴 热荐 导语 ： 天气 渐凉 ， 又 到 了 靴子 流行 的 季节 ！ 和 以往 街头 千篇一律 的 长靴 有所不同 ， 短靴 成为 了 今年 秋冬 的 流行 靴款 ， 兼具 甜美 与 可爱 的 设计 风格 ， 百搭 又 有 型 的 款式 ， 让 短靴 带给 我们 别样 的 穿 搭 感受 ！ 靴款 点评 ： 可爱 甜美 是 今年 靴子 的 流行 主题 ， 这款 日系 甜美 风 的 毛球 流苏 短靴 ， 鞋身 侧边 的 缝线 很 精致 ， 完美 展现 了 民族 可爱 感 ， 超 卡哇伊 的 毛球 设计 与 流苏 搭配 ， 营造 出 别样 的 甜美 风情 ， 刚好 的 靴身 高度 让 您 随性 搭配 各种 服装 都 甜美 俏皮 喔 ！ 靴款 点评 ： 超 可爱 毛球 拼色 设计 雪靴 ， 毛茸茸 的 球球 设计 可爱 效果 一级 棒 ， 搭配 拼色 的 设计 ， 让 雪 靴 也 能 有 可爱 变化 ， 犹如 软软 蛋糕 的 款式 设计 ， 轻松 穿 出 冬季 温馨 甜蜜 的 暖 暖 感受 ， 喜欢 可爱 风 的 MM 们 绝对 不能 错过 喔 ！ 靴款 点评 ： 今年 秋冬 日本 超 流行 的 反折 毛毛 平底 短靴 ， 让 人 爱不释手 的 甜美 造型 ， 运用 高 质感 的 麂皮 材质 ， 搭配 可 反折 毛皮 草 精心 打造 ， 无论 何时 都 能 展现 日系 卡哇伊 风味 ！ 与 裤袜 、 洋装 、 紧腿 牛仔裤 搭配 都 非常 抢眼 又 有 型 哦 ！ 靴款 点评 ： 率性 甜美 风 的 翻领 绑带 麂皮 雪靴 ， 运用 触感 柔软 的 毛茸茸 软毛 与 麂皮 材质 混 搭配 色 ， 再 加以 绑带 蝴蝶结 设计 ， 让 翻领 显得 更为 抢眼 ， 特别 是 脚部 的 分量 感更能 展现 纤细 的 小腿 线条 ， 无论 搭配 任何 单品 都 十分 出色 ！ 靴款 点评 ： 今年 秋冬 流苏 元素 依然 流行 ， 这 款 秋冬 必备 款 的 双层 流苏 高 跟 靴 ， 麂皮 材质 搭配 非常 有 质感 的 双层 流苏 设计 ， 显得 非常 注目 抢眼 ， 让 您 在 走动 中 摇摆 出 随性 自然 地 氛围 ， 是 今年 冬季 绝对 不能 错过 的 百 搭 靴款 喔 ！ 
 时尚 	 组图 ： 寻找 属于 你 Boyfriend 的 秋日 围巾 导语 ： 在 秋 冬天 套个 小 外套 ， 外 搭 一条 围巾 ， 不 过度 夸张 ， 又 可以 适时 得 展现 品味 ， 是 很 值得 好好 穿 衬 的 时尚 单品 ， 来 看看 型 男 的 围巾 如何 搭配 吧 。 时尚 图案 大 size 长款 网纱 棉 丝巾 ， 休闲 围巾 。 采用 柔软 的 网纱 棉 材质 ， 款式 简洁 大方 ， 佩戴 舒适 轻便 ， 丰富 的 骷髅 图案 ， 个性 十足 ， 十分 吸引 眼球 。 优雅 彩色 条纹 围巾 ， 简单 休闲 的 条纹 流苏 围巾 。 柔和 的 色调 ， 非常适合 即将来临 的 秋季 。 围巾 较长 ， 佩戴 也 很 方便 。 丝光棉 材质 ， 柔软 舒适 。 休闲 随意 的 格子 围巾 。 流苏 线配 以 格子 图案 ， 休闲 随意 。 颜色 漂亮 ， 也 很 帅气 。 休闲 风格 的 围巾 。 采用 柔软 的 纯棉 质地 ， 款式 简洁 ， 佩戴 舒适 方便 ～ 。 丰富 的 褶皱 效果 ， 流苏 修饰 ， 休闲 随意 。 
 时尚 	 组图 ： 必选 短外套   优化 身体 比例 视觉 更显 骨感 导读 ： 长假 后 的 北京 ， 迎来 了 一年 中 最 舒爽 的 季节 ， 一件 “ 短小精悍 ” 的 小 外套 ， 既有 初秋 的 暖意 ， 亦 有 夏天 的 明快 ， 是 今秋 时尚 达人 的 时尚 必选 ， 而 腰线 之上 的 短打 外套 又 为 最潮 ， 不仅 优化 了 上 下身 的 身体 比例 ， 还 能 在 视觉 上 更显 骨感 。 记者 在 街头 发现 ， CHANEL 式 的 呢 外套 还是 亘古 不变 的 优雅 代名词 ， 加之 今年 大热 的 高 垫肩 ， 一件 西装 短外套 也 能 幻化 出 女强人 的 风情 。 1   年轻 的 CHANEL 范儿   简约 的 黑色 小 外套 搭配 CHANEL 的 锁链 包 ， 同样 经典 ， 却 被 这位 年轻 的 MM 穿出 了 年轻 活力 。 蓬蓬裙 有着 漂亮 的 金属光泽 ， 雪白 波鞋 更显 新意 。 2   COCO 女郎   典型 的 COCO 女郎 的 装扮 ， 小 外套 非常 优雅 经典 ， 链条 包 也 很 精致 。 粉色 腰带 和 皮鞋 有点 近色 但 又 不 完全 呼应 ， 感觉 是 穿着 CHANEL 向 奥黛丽 - 赫本 致敬 。 3   奔放 大 翻领   大 翻领 的 样式 取自 机车 夹克 ， 配合 破 牛仔裤 和 贝壳 头 球鞋 就 能 感觉 出 这个 女孩 向往 自由 奔放 的 心情 。 腰间 的 滚石 大舌头 腰带 是 搞怪 逗趣 的 亮点 。 4   搭配 热裤 出其不意   非常 性感 的 街头 装扮 ， 虽然 是 运动 外套 ， 但 与 红色 的 高跟鞋 搭配 却 带来 火辣 的 性感 。 热裤 的 搭配 出其不意 。 黑色 丝袜 是 很 好 的 过渡 。 
 时尚 	 组图 ： CK   Jeans 极致 贴身   更 诱惑 的 牛仔 风尚 导语 ： 10 月 17 日 ， 中国 上海 ， Calvin   Klein   Jeans   2009 秋季 Body 系列 在 上海 潮流 地标 港汇 广场 ， 以 “ 橱窗 真人秀 ” 的 形式 夺目 发布 。 身着 Calvin   Klein   Jeans 全新 Body 系列 牛仔裤 的 8 位 男女 模特 ， 在 特制 的 大型 透明 橱窗 内 ， 用 性感 的 肢体 语言 向 消费者 展示 BODY 系列 极致 贴身 特质 。 活动 现场 ， 由 Calvin   Klein   Jeans   2009 秋冬 新一季 海报 包裹 的 大型 立方体 矗立 在 港汇 广场 中庭 。 立方体 正 前部 被 独具匠心 地 分割 成 6 格 透明 独立 橱窗 ， 展示 期间 ，   8 位 中外 模特 意外 现身 ， 将 CalvinKlein   Jeans   Body 系列 特别强调 的 贴身 感 淋漓尽致 地 呈现 在 广大 消费者 面前 。 独特 的 产品 展示 方式 引得 港汇 广场 内 来往 消费者 频频 驻足 ， 并 纷纷 以 手机 、 相机 记录 模特 与 Calvin   Klein   Jeans   Body   共同 营造 的 精彩 瞬间 。 特别 秀场 中 由 模特 展示 的 此次 全球 同步 发行 、 全新 CalvinKlein   Jeans   2009 年 秋季 Body 系列 ， 延续 了 Calvin   Klein 时尚 又 不失 性感 的 型格 ， 在 细节 上 更是 加入 了 很多 精心设计 。 正如 CalvinKlein   Jeans 创意 总监 Kevin   Carrigan 所说 ：   “ 我 相信 牛仔裤 会 是 世上 永恒 的 主题 ，   因为 它 包含 了 所有 现在 年轻人 所 关注 的 元素 .   今季 推出 的 Calvin   Klein   Jeans   Body 将会 带动 一场 时尚 革命 ，   这 一系列 的 牛仔裤 着重 线条 的 元素 ， 这种 设计 会 更 突出 人体 的 立体感 。 ”   经 特殊 工艺 处理 的 斜裁 裤腰 设计 ， 为 你 雕琢 完美 线条 ； 青铜 及 古铜色 的 撞 钉 ， 紧贴 今季 潮流 ； 牛仔裤 后袋 全新 的 Omega 缝线 彰显 非凡 品位 。 相信 Body 系列 的 牛仔裤 必将 成为 城中 潮人 必备 的 又 一 时尚 圣品 。 
 时尚 	 组图 ： 日本 街 拍 MM 演绎 小 西装 全攻略 导语 ： 我们 可能 通过 各种渠道 了解 到 东京 街头 是 个 奇装异服 的 发生地 ， 但 其实 不去 放大 那些 特立独行 的 潮 人们 ， 而 去 关注 那些 走 在 街头 “ 普通 ” 人们 就 发现 ， 其实 人人 都 很会 混 搭 。 就是 件 小小的 西装 外套 都 可以 被 东京 街头 的 MM 们 演绎 得 变化多端 ， 出神入化 。 来 看看 入秋 后 的 东京 MM 街 拍 吧 。 今季 最 in 的 加长版 黑色 西装 ＋ 彩色 印花 A 字 裙 ， 真的 不 提倡 大家 跟风 流苏 靴 ， 小腿 粗 一点 的 mm 穿 起来 实在 就 像是 牦牛 腿 ， 或者 你 可以 选短 一点 的 流苏 装饰 。 黑白 灰 的 经典 装扮 很 清爽 哦 ， 干练 、 简洁 ， 造型 重点 其实 是 发型 与 发色 。 同样 灰色 西装 搭配 黑白 条纹 和 牛仔裤 ， 可以 将 人 从 很 职业 转化成 很 休闲 ， 带 着 法式 的 海滨 装 的 风味 ， 点睛之笔 则 是 很 可爱 的 鸭舌帽 。 动物 图案 的 TEE 很 适用 于 这个 搭配 ， 款式 的 简洁 与 花纹 的 复杂 相结合 。 细条 的 斑马 纹 很 点睛 。 
 时尚 	 组图 ： 秋 冬天 看 明星 大玩 帽子戏法 导语 ： 没有 明星 们 的 光辉 ， 作为 路人 的 我们 ， 要型 要潮 ， 也 有 玩弄 小 礼帽 的 权利 。 不过 ， 戴法 当然 与 那些 欲盖弥彰 的 明星 们 有点 区别 。 不 需要 太大 的 帽沿 ， 略显 不经意 地 稍微 往后 戴 ， 露出 自己 清晰 的 面部轮廓 。 甚至 帽子 稍 小 也 不怕 ， 重点 是 帽子 的 小后 沿要 向上 微微 卷起 ， 而 非传统 的 戴于 头顶 ， 这才 是 今年 最潮 的 戴法 。 话 说 小 礼帽 其实 也 是 好莱坞 明星 们 长盛不衰 的 经典 配件 了 ， 既 能 表达 自己 低调 的 想法 ， 整体 装束 又 不会 过于 平淡 ， 有 设计 感 的 同时 ， 又 给 人 老实 的 形象 。 所以 成为 名 人们 的 最 爱 。 大 帅哥 布拉特 彼特 就 经常 带 着 小 礼帽 带 孩子 ， 塑造 “ 超级 奶爸 ” 的 绅士 形象 。 即使 今年 威尼斯 影展 ， 他 也 是 一身 米色 西装 ， 搭配 米色 小 礼帽 ， 和 更 老 的 帅哥 乔治 克鲁尼 同台 争艳 。 而 玩转 大牌 的 IT   Girl   帕里斯 - 希尔顿 ， 更是 常常 一定 黑 礼帽 ， 搭配 T恤 行走 时尚 圈 。 萧瑟 秋风 乍起 ， 小 礼帽 风潮 已经 暗自 杀到 。 经济 不景 ， 你 就 该学 着 发挥 搭配 才华 ， 用 出位 的 配饰 翻新 形象 。 今年 无论是 民族 风 、 绅士 风 、 中性 风 ， 都 较为 低调 。 而 最为 低调 又易 出彩 的 配饰 ， 其实 是 头顶 的 帽子 。 中性 风格 的 绅士 小 礼帽 ， 其实 早已 充斥 着 今年 的 T台 。 就算 是 T台 下 的 看客 ， 或 街头 明星 潮人 ， 也 都 早早 换成 了 这 副 漠阳 装扮 。 无论 男女 ， 无论 嬉皮 浮夸 另类 张扬 ， 中性 风格 的 DANDY   BOY 装扮 ， 还是 绅士 淑女 优雅 作派 ， 都 可以 在 这 帽子戏法 中 完成 。 
 时尚 	 组图 ： 让 八位 大学生 做 你 的 着装 教师 导读 ： 虽 已经 拥有 了 满满 一 衣橱 的 衣服 ， 有时 我们 还是 会为 如何 搭出 最具 个性 的 着装 而 懊恼 。 这时候 ， 真 希望 身边 有个学 艺术 或 设计 的 好 朋友 来 帮帮 自己 ， 将 晚宴 或 职业装 ， 休闲 或 街头 风格 一并 掌握 。 本月 ， 采访 了 一些 年轻 但 在 时装 方面 极富 创造 天分 的 大学生 朋友 ， 让 她们 充当 一回 我们 的 着装 教师 。 宋海恩 服装设计 系   3 年级 ( 韩 ) “ 买 衣服 时 ， 我 考虑 的 最 重要 的 一点 ， 就是 这件 衣服 是否 能够 修饰 自己 的 体形 。 我 的 上身 有些 瘦弱 ， 腰身 长而 臀部 又 略 大 ， 如果 穿错 衣服 ， 身体 比例 看起来 就 会 严重 失衡 。 我 喜欢 用 连衣裙 来 搭配 小 披风 ， 既 可以 遮盖 臃肿 的 下身 ， 又 可以 给 人 用心 搭配 衣服 的 感觉 。 偶尔 想 穿 得 休闲 一些 时 ， 可以 用 臀部 松松垮垮 垂下来 的 布袋 裤   搭配 宽松 的 衬衣 。 如果 喜欢 民族 图案 或 颜色 艳丽 的 服装 ， 就 应该 简化 配饰 。 ” 点纹 藏蓝色 连衣裙   Polo   Jeans 白色 波蕾若 小 披风   Tommy   Hilfiger 黄色 高跟鞋   在 江南 站 路边 小店 购买 项链   Swarovski 在 美国 购买 的 青绿色 民俗 风格 连衣裙 。 民族风情 的 短裙   全部 购自 日本 。 Q & A ： 1 我 最 喜欢 的 购物 地点   我 主要 去 附近 的 百货商店 。 平时 喜欢 休闲 的 品牌 ， 如 Polo 、 Tommy 或者 Lacoste 等 干净利落 又 饶有趣味 的 类型 。 偶尔 想 打扮 得 可爱 一些 时 ， 就 去 梨 泰院 ， 那 周围 大大小小 的 小店 多得很 。 我 总 能够 以 低廉 的 价格 ， 淘到 那些 个性 与 干练 的 服装 。 2 这个 季节 不可 错过 的 单品 是 鞋 。 3 如果 用 一句 话 来 定义 我 的 风格 那 就是   休闲 与 时尚 的 混 搭 。 4 我 的 Style   Muse 是   卡琳 · 洛菲德 Carine   Roitfeld 。 5 想要 挑战 的 风格 是   衬衫 加 皮靴 。 6 风格 的 决定 因素 是   连 自己 的 缺点 都 勇于 表现 出来 的 自信 洒脱 。 张柔娜 服装设计 系   2 年级 ( 韩 ) “ 好 的 搭配 一定 是 基于 最 根本 的 元素 ， 越是 经典 的 单品 越能 演绎出 时尚 的 味道 。 所以 最近 我 买 了 一件 Jardin   De   Chouette 的 经典 半袖 T恤 ， 它 的 活 用率 很 高 ， 和 裤子 、 短裙 都 能 搭配 。 只要 添加 一两件 装饰 元素 ， 整体 造型 就 完成 了 。 我 觉得 配饰 不见得 越 漂亮 越 好 ， 应该 找 那些 最 适合 自己 的 。 至于 鞋 ， 我 不 太 喜欢 高 跟 的 ， 更 愿意 穿 舒适 随意 的 平底船 鞋 。 ” 
 时尚 	 “ 中嫩 ” 穿衣 ： 显 年轻 没错   认老 才 煞风景 ( 组图 ) 导语 ： 芳龄 68 岁 的 时尚界 朋克 大师 Vivienne   Westwood 用 实际行动 告诉 我们 ， 显 年轻 不是 罪过 ， 认老 才 最 煞风景 。 老实 说 ， 她 脸上 的 皱纹 几乎 都 耷拉 到 脖子 上 了 ， 但 还 坚持 跟 比 她 年轻 数十 岁 的 模特 与 男友 一起 拍摄 自家 平面广告 ， 并且 放大 到 真人 尺寸 挂 在 专卖店 外 ， 这 就是 勇气 。 一个 玩 朋克 设计 30 多年 的 老太太 仍然 有 这样 的 勇气 ， 面对 汹涌 而来 的 糖果 色 、 泡泡 裤 、 娃娃装 、 学院 装 ， 我们 就 更加 不 应该 胆怯 了 。 在 市道 低迷 的 今天 ， 显 年轻 已经 演变成 一种 缓冲 现实 压力 的 途径 、 淡化 工作 不顺 的 方式 以及 增加 自信 的 理由 。 小S 的 单肩 柠檬黄 紧身 裙 抢眼 靓丽 。 林志玲 是 扮 嫩 代言人 的 不二 人选 ， 富有 凌乱 感 的 蓝色 小 背心 配 上 简单 的 一条 牛仔裤 便 轻松 演绎出 美少女 般的 清纯 感 。 刘若英 的 红色 连衣裙 很 是 娇艳动人 。 舒淇 的 圆点 玫瑰红 贴身 上衣 ， 让 她 看上去 像 20 岁 的 少女 般 养眼 动人 。 
