时尚 	 CK 广告 性感 挑逗 惹 非议   时尚 为啥 总和 情色 挂钩 导语 ： 时尚界 打 情色 牌 已经 屡见不鲜 了 ， 不过 要说 这 最早 因大 打 色情 牌 而 名声大噪 的 品牌 ， CalvinKlein 一定 在 名单 前列 ， Calvin   Klein   Jeans ( CKJ ) 作为 CalvinKlein 的 二线 品牌 ， 是 很 受 年轻人 欢迎 的 牛仔 品牌 ， 自从 史蒂文 - 梅塞 ( StevenMeisel ) 掌镜 CK 的 广告 后 ， 许多 服饰 广告 因为 画面 实在 太 露骨 而 被 禁播 。 Calvin   KleinJeans ( CKJ ) 2009 最新 服饰 广告 ， 就 因为 里面 的 画面 太过 暴露 ， 情节 太过 露骨 ， 而 遭到 了 禁播 ， 这 段 半分钟 不到 的 广告 ， 内容 就是 几个 穿着 CKJ 牛仔裤 的 男女 模特 纠缠 爱抚 的 画面 ， 看过 的 人 都 被 胆大 的 尺度 吓 到 了 。 不光 广告 被 禁播 ， 最近 他们 的 广告牌 也 遭到 了 “ 封杀 ” ， CalvinKlein 的 巨幅 性感 挑逗 的 广告牌 在 街 中 确实 相当 抢眼 ， 引来 许多 人 驻足观看 ， 画面 中 的 一 裸女 与 两 男 缠绵 的 镜头 让 大家 感到 很 挑衅 。 细数 下 不难 发现 ， 从 最早 的 第一块 大幅 男性 内衣 广告 ， 被 大家 称为 挑战 了 时代广场 的 广告 游戏规则 ， 到 KateMoss 因为 太过 “ 病态 性感 ” 而 被 批评 ， 还有 澳大利亚 超模 TravisFimmel 的 内裤 广告 在 纽约 闹市 造成 大 塞车 事件 ， 这些 充斥 着 性 暗示 的 广告 更 多 是 被 当作 一种 炒作 手段 来 解读 。 但 不管怎样 ， 史蒂文 - 梅塞 ( StevenMeisel )   冷峻 的 性感 风格 已经 为 CK 的 销量 推波助澜 ， 事实证明 他 这次 又 帮 CK 成功 营销 了 ！ 但 不管怎样 ， 史蒂文 - 梅塞 ( StevenMeisel )   冷峻 的 性感 风格 已经 为 CK 的 销量 推波助澜 ， 事实证明 他 这次 又 帮 CK 成功 营销 了 ！ 
 时尚 	 新潮 眼 ： 王大仁 威武   小可爱 水桶 包 火爆 上位 导语 ： 王大仁 ( Alexander   Wang ) 威武 ！ 众星 演绎 Coco   Duffel 系列 ， 火爆 上 位列 居 It   Bag 的 情形 尚未 落幕 ， 小可爱 水桶 包 Diego   Bucket 又 杀出重围 ， 赢得 了 众多 街 拍 人士 的 喜爱 。 Kate   Bostworth 眼光 果然 不俗 ， 此款 在 今年 2 月初 一 上架 ， Kate 就 马上 收入 囊中 ， 随后 的 妮 基 - 希尔顿 、 凡妮 莎 - 哈金斯 等 马上 跟 货则 不在话下 。 Kate   Bostworth 眼光 果然 不俗 ， 手 挎 Alexander   Wang 新 上架 的 可爱 水桶 包 Diego   Bucket 系列 。 Alexander   Wang 掀起 铆钉 手袋 的 潮流 ， 都市 感 与 时髦 感 并存 。 包底 的 铆钉 低调 中 透出 潮流 感 。 麦莉 - 赛勒 身穿 率性 的 黑色 破洞 裤 ， 展现 其 复古 朋克 摩登 时尚 ， 身背 Alexander   Wang 豹纹 铆钉 水桶 包 ， 铆钉 搭 上 豹纹 更 彰显 Over 的 摇滚 气质 ， 打造 独特 的 个人风格 。 
 时尚 	 简洁 的 短裙 包裹 不住 曼妙 身段 抹胸 长裙 塑造 了 她 完美 的 轮廓 ， 内敛 、 宁静 的 气质 能 把 白色 礼服 穿 得 高贵 而 典雅 。 这张 她 看上去 有如 童话 里 的 公主 一般 优雅 高贵 。 简洁 贴身 的 短裙 包裹 不住 她 的 曼妙 身段 。 V 领 的 设计 露出 了 女人 最 迷人 的 部位 之一 锁骨 ， 袖子 两侧 的 亮色 拼贴 体现 了 设计师 对 细节 的 重视 。 深 V 的 领口 突出 优美 曲线 ， 若隐若现 的 美胸 媚惑 十足 。 中式 改良 风格 的 礼服 神秘 而 高贵 ， 短裙 的 简单 线条 ， 突出 女性 的 曲线美 ， 流苏 设计 中 和 了 礼服 的 保守 感 。 
 时尚 	 君太 百货   350 元 I   bag 环保 包圆 你 爱马仕 梦妆 时尚 耍大牌 — — 环保 I   bag 包 大方 送 活动 已经 全面 启动 ！ 君太 百货 为 您 带来 了 重磅 之作 — — I   bag ， 这 无疑 是 一份 独家 礼物 。 不论 你 如何 定义 经典之作 ， 相信 对 美的 默契 会 使 我们 不谋而合 。 游走 在 巴黎 米兰 或 纽约 ， 似乎 不是 每个 人 都 能 成为 这样 的 时尚 飞人 ； 手持 精良 前卫 的 大牌 秀场 邀请函 ， 坐在 前排 欣赏 超模 展示 新品 也 似乎 太有 距离感 。 好 吧 ， 这些 终归 难以达到 。 但是 占领 时尚 标地 有时 可以 非常简单 ， 甚至 可以 被 赠送 而 来 。 不用 奢华 昂贵 、 不用 剑 走 偏锋 ， 一番 新意 之作 足够 打动 人心 标榜 个性 。 现在 君太 百货 全力 将 时尚 人 眼中 的 经典 LOGO 亲民化 ， 用 无法 忽视 的 外在美 配以 亮丽 色彩 加之 环保 理念 ， 集 I   bag 环保 包于 一身 。 这 一切 都 让 人 不得不 令人 关注 。 即日起 至 9 月 21 日 ， 君太 百货 VIP 会员 只 需 在 君 太 1F 化妆品 区 单笔 消费 满 350 元 ， 即可 拥有 个性 鲜明 的 I   bag 环保 包 ！ 每日 限送 200 个 ， 数量 有限 ， 还 等 什么 ？ 快快 行动 吧 。 在 这里 ， 小编 先剧 透 一下 ， 悄悄 告诉 你 ， 君太 百货 还有 第二 波 的 I   bag 赠送 哦 ， 而且 粉红色 的 I   bag ！ 不 说 了 ， 小 编要 去 “ 抢包 ” 了 ！ 
 时尚 	 红色 系 着装 配饰 大热 金曲奖 是 我国 台湾省 规模 最大 的 音乐奖 ， 也 是 华人 世界 中 最 有 影响力 的 音乐 奖项 。 在 颁奖典礼 上 众多 明星 红色 晚礼 闪亮 登场 。   > > 详细 比水 粉色 多些 妖娆 ， 比正 红色 略显 娇嗔 — — 娇艳欲滴 的 西瓜 红 ， 不仅仅 在 视觉 上 讨喜 ， 其 综合 的 感官 效果 更 令人 赏心悦目 呢 ！ 在 这 炎炎 的 夏日 午后 ， 如 你 恰巧 有 一条 西瓜 红色 的 短裙 ， “ 消暑 ” 养眼 当属 你 最甜 ！   > > 详细 凯特 - 莫斯 ( Kate   Moss ) 在 最新 2010 年 9 月 英国 版 《 VOGUE 》 上 的 最新 大片 — — The   Moss   Factor ， 依旧 展示 着 她 骨感 洒脱 的 迷离 性感 ， 整套 照片 中 最 抢眼 的 ， 自然 是 当中 一套 红色 皮质 legging / 白色 衬衫 加 豹纹 外套 的 造型 ， 随性 中 就 勾勒 出 接下来 秋冬季 的 时髦 单品 — — 红色 皮质 legging ！   > > 详细 即使 还 在 料峭 的 早春 ， 也 请 换上 隐喻 着 温暖 初夏 的 粉红色 衣裳 。 潮流 素来 紧跟 季节 而 非 温度 ， 对 色彩 的 敏感 正 暗喻 着 你 的 潮流 触觉 。   > > 详细 
 时尚 	 舒淇 和 刘德华 的 情侣装 搭配 舒淇 的 波希米亚 款 长裙 和 大波浪 卷发 ， 女人 味十足 。 为了 避免 让 人 眼花缭乱 ， 刘德华 选择 极其 简单 的 白色 套装 映衬 舒淇 的 美 。 抹胸 白色 小 礼服 裙 ， 不规则 的 裙摆 展现 俏皮 ， 层叠 复古 的 腰带 则 拉长 腰线 同时 增加 硬朗 感 ， 刘德华 的 白色 西装 黑 西裤 ， 干练 十足 。 
 时尚 	 金融街 购物中心 名品 倾城   感恩 再三 9 月 3 日 下午 ， 金融街 购物中心 2010 魅力 秋冬 时装秀 暨 金融街 购物中心 三周年 店庆 活动 盛大 开启 在 该 购物中心 一层 中 厅 盛大 召开 。 该 时装秀 在 当日 下午 分 两场 举行 ， 涉及 品牌 包括 DIAMOND   DAZZLE 、 SIU 、 ON & ON 、 W . DoubleuDot ， 以及 著名 腕表 品牌 积家 ， 共 展出 了 25 款 腕表 和 近 百套 精品 服装 。 2010 秋季 流行 新宠 “ 巴洛克 风 ” 蔓延 时尚 圈 ， 但 如何 把 巴洛克 风情 展现 得 无与伦比 ？ 在 表现手法 上 又 如何 精准 到位 ？ DIAMOND   DAZZLE 秋季 新品 发布 将 玩味 地 表现 巴洛克 的 繁复 夸张 和 浪漫 ， 势必 创造 和 进化 成 精致 脱俗 的 巴洛克 调调 。 从 柔美 的 化蝶 ， 到 现代感 的 叛逆 、 装饰 感 的 蜕变 ， 再 到 成熟 帅性 的 军装 骑马装 、 奢华 圆满 的 贵族 起马装 ， 本季 的 DIAMOND   DAZZLE 囊括 了 几乎 每个 类型 女子 的 每个 瞬间 表情 。 SIU 本季 推出 的 秋冬 成衣 精选 上乘 羊绒 、 桑蚕丝 、 棉 、 真皮 等 材质 为 面料 ， 施以 精致 细腻 的 制作 工艺 ， 穿着 的 人 即使 寒冷 秋冬 也 时刻 感受 “ 生活 即 是 艺术 ” 。 SIU 凭借着 独特 的 设计 和 剪裁 ， 使 Fashion   Icon 应运而生 。 ON & ON 品牌 中 新 推出 的 ON & ON   conte & conte 系列 ， 在 原有 设计 基础 上 加入 了 更 多 的 时尚 色彩 ， 拓宽 了 设计 风格 ， 深受 广大 时尚女性 的 喜爱 。 W . DoubleuDot 品牌 为 25 至 35 岁 年龄层 的 女性 所 追求 ， 它 一直 代表 时尚 及 领先 时代 别致 的 城市 休闲 。 2010 秋冬 新 亮相 的 W . EXLUSNE 运用 女性 的 身体 轮廊 最大 限度 地 展现 女性 魅力 。 积家表 作为 本次 秀 场上 唯一 的 腕表 品牌 ， 将 带来 纤纤玉手 上 钻石 的 精彩 点缀 。 积家 全新 推出 的 Joaillerie   101   manchette 腕表 ， 以 宝石 与 贵金属 交相辉映 ， 展现 璀灿 缤纷 的 全新 面容 。 Joaillerie   101   Art   D é co 腕表 内 藏 世界 上 最小 的 机械 机芯 ， 与 腕表 纤巧 的 外型 相得益彰 ， 是 一款 技术 内涵 与 女性 魅力 兼具 的 表中 瑰宝 。 积家 Master   Twinkling   diamonds   腕表 独具 创意 的 圆盘 设计 ， 牵引 表盘 翩翩起舞 ， 令人 目眩神迷 。 据悉 ， 此次 秋冬 时装秀 也 预示 着 金融街 购物中心 三周年 店庆 系列 活动 隆重 开启 ， 该 购物中心 三周年 店庆 将 从 9 月初 持续 到 月底 ， 在此期间 ， 将 有 购物 满额 赠 荣华 月饼 、 商通 卡特 享 千元 购物 惠 以及 免费 停车 等 活动 。 此外 ， 金融街 购物中心 内 的 各大 品牌 也 纷纷 出手 ， 在 9 月 15 日至 9 月 19 日 之间 推出 限量 品 、 新品 首发 、 购物 赠礼 、 特别 折扣 、 会员 专享 等 多重 活动 ， 呈现 店店 有 惊喜 的 喜悦 氛围 。 “ 名品 倾城   感动 再三 ” 金融街 购物中心   三周年 璀璨 店庆 月 满 中秋     感恩 团圆 礼店 庆 期间 ， 当日 购物满 9800 元 即 获赠 价值 288 元 香港 荣华 月饼 一盒 ， 500 盒 送 完 为止 。 挚情 感谢     开卡 新悦享 9 月 1 日 开始 ， 新会员 凭 当日 购物 小票 享受 开卡礼 — — 护理 品 旅行 套装 ， 2000 份 送 完 为止 。 倾城 五日     礼金 传真 意 9 月 15 - 19 日起 ， 全场 店店 有 惊喜 ！ 新会员 当日 购物满 5800 元 ， 即可 获赠 价值 500 元 礼金 卡 ， 900 张 礼金 卡送 完 即止 。 凡 在 L2 至 L4 消费 满 500 元 ， 送 价值 50 元 屈臣氏 提货 券 一张 ， 每天 限送 300 份 ， 送 完 即止 。 商通 卡特 享 千元 购物 惠 9 月 6 日起 ， 凡持 商通 卡消费 满 20000 元 的 金融街 会员 ， 即 送 千元 大礼 。 30 万元 送 完 为止 。 无忧 欢购     爱车 免费 停 9 月 全月 ， 购物 即 送 两 小时 免费 停车 ， 会员 加送 2 小时 。 详见 店内 明示 。 地址 ： 北京市 西城区 金融 大街 金城 坊 街 2 号 电话 ： 010 - 66220888 网址 ： http : / / www . seasonsplace . com 
 时尚 	 张韶涵 演唱会 各种 造型 头上 的 不规则 排列 的 水钻 圆球 装饰 ， 放在 了 银白色 的 俏皮 短发 上 更加 突出 ， 抹胸 裙 可以 很 好 的 映衬 灯光效果 ， 肩头 的 装饰 像是 两只 翅膀 带 着 张韶涵 飞翔 。 这 身 造型 夸张 的 让 你 有点 难以 接受 ， 匪夷所思 的 整身 青虫色 和 圆点 不说 ， 胸口 处 还 放 了 只 大 眼睛 ， 就算 是 人家 gaga 把 尖锥 放在 了 胸前 ， 你 也 不 一定 非 要 放在 肩膀 上 啊 ！ 这 身 服装 非 要说 点 有点 那 可能 就是 环保 了 ， 看着 就 像是 废旧 的 亮 桃红色 塑料片 穿着 了 身上 ， 头上 还 莫名其妙 的 放上 一堆 ， 瘦弱 的 她 看起来 要 被 压扁 了 。 
 时尚 	 新世界 店庆 “ 夜间 不 打烊 ”     超值 血拼 爽到 爆 曾 以 “ 60 小时 不 打烊 ” 在 京城 商业 创出 名号 的 新世界 崇文 店 日前 正式 宣布 今年 的 12 周年 庆 9 月 10 日至 12 日 将 再度 推出   “ 夜间 不 打烊 ” 惊爆 促销 。 今年 9 月 10 日 、 11 日 两天 的 营业时间 将 调整 至 13 时 开门 并 持续 通宵 营业 至 凌晨 5 时 ， 单日 不 打烊 的 时间 将 持续 16 个 小时 ， 为 使 “ 夜间 ” 的 热度 不减 ， 经过 周密 的 策划 及 精心 的 准备 商场 现已 蓄势待发 ， 为 京城 的 消费者 营造 一个 绝对 热闹非凡 、 超级 震撼 的 疯狂 促销 ‘ 不夜城 ’ ， 此次 店庆 三天 将会 推出 最惊 爆 的 市场 独享 折扣 及 不同 时段 的 超值 满额 好礼 。 一 、 午夜 惊爆 - 让利 升级 9 月 10 - 11 日 13 时至 24 时 、 9 月 12 日 9 时至 24 时 服装服饰 先以 满 99 减 50 的 主轴 贯穿 整场 促销 ， 各 品类 重点 品牌 同时 分 时段 进行 满减 升级 。 但 随着 午夜 的 临近 ， 10 日 / 11 日 的 24 ? 至 凌晨 2 时 整场 服装服饰 类 商品 从 99 减 50 升级 至 100 送 100 积分 的 超级 力度 促销 中 ， 所赠 积分 同时 段 服装服饰 畅收 ， 而 消费者 热衷 关注 的 手机 、 计算机 、 小家电 、 进口 名表 、 进口 眼镜 、 珠宝 等 特殊 品类 也 将 在 凌晨 的 1 时至 4 时分 时段 积分 畅收 ， 最后 凌晨 4 时至 5 时 全馆 积分 通收 ， 一个 小时 的 积分 尽情 使用 将 活动 的 劲 爆 推向 最高点 。 这样 的 折扣 力度 ， 超 不 超值 您 仔细 算算 自然 得知 ！ 二 、 千万 豪礼 疯狂 送 新世界 除 以往 “ 60 小时 不 打烊 ” 促销 口号 在 京城 创出 口碑 以外 ， 曾经 的 周年 庆 满额 免费 得 手机 、 相机 、 电视 等 超级 好礼 更是 惊动 京城 ， 今年 同样 ， 为 力保 此次 “ 夜间 不 打烊 ” 的 热度 ， 让 消费者 购物 “ high ” 到 最高点 ， 总价值 上 千万 的 礼品 我们 已 蓄势待发 ， 只要 您 在 10 日 / 11 日 午夜 24 时至 凌晨 1 时 期间 来店 消费 满额 即可 免费 领取 超级 重磅 豪礼 ， 当时 段 服装服饰 单张 现沽单 现金 消费 满 4880 元 ； 特殊 品类 ( 化妆品 、 手机 、 数码 、 珠宝 、 小家电 、 名表 ) 单张 现沽单 现金 消费 满 6380 元     即可 免费 领取 诺基亚 E71 手机 一部 ； 而且 您 要是 购买 的 是 服装服饰 ， 您 可是 在 满送 积分 的 基础 上 得到 的 免费 礼品 哦 ！ 三 、 化妆品 积分 尊享 10 日 / 11 日 15 时后 、 12 日 11 时后 化妆品 区尊享 20 倍 积分 ， 10 日至 12 日 17 时至 19 时 化妆品 区 升至 25 倍 积分 ， 积分 视同 现金 可购 化妆品 。 爱美 的 女士们 ， 美丽 就 在 您 的 手中 ， 心动 不如 行动 喔 ~ ~ ~ 四 、 开门 限时 抢 - 万件 好礼 送到 爽店 庆 期间 ， 10 日 / 11 日 13 时至 15 时 ， 12 日 9 时至 11 时 我们 还 为 第一批 到 店 的 消费者 准备 了 贴心 好礼 ， 只要 你 满足 以下 任何 一种 即可 立即 拥有 ： 1 、 化妆品 区 在 15 倍 积分 、 品牌 日 25 倍 积分 的 基础 上 ， 单张 现沽单 现金 消费 满 688 元 即 送 价值 199 元 美的 电烤箱 一台 ； 单张 现沽单 现金 消费 满 1380 元 即 送 价值 538 元罗莱 双人 秋 被 一床 ！ 2 、 全场 任意 商品 单张 现沽单 现金 消费 满 888 元 即 送 价值 199 元 美的 电烤箱 一台 ； 单张 现沽单 现金 消费 满 1380 元 即 送 价值 538 元罗莱 双人 秋 被 一床 ！ 五 、 满减 升级 抽好 礼 10 日 - 11 日 15 时至 24 时 、 12 日 11 时至 24 时 ， 各 品类 重点 品牌 分 时段 分 品类 满 99 减 60 … 50 … 40 ， 同时 该 时段 全场 单笔 消费 满 1080 元 即可 参加 户外 大 抽奖 活动 ， 100% 中奖 。 奖项 一 ： 200 元 男装 积分 ( 含 男 轻便 、 男正装 ) 奖项 二 ： 200 元 男 、 女鞋 积分 奖项 三 ： 200 元 运动 积分 奖项 四 ： 200 元 女装 积分 ( 含女 轻便 、 女 上班 、 女 成熟 ) 机会 有限 ， 抽完 即止 ！ 六 、 白金 会员 及卡友 专享 10 日 - 12 日店 庆 期间 ， 如果 你 是 新世界 的 高端 白金卡 会员 ， 可以 在 任意 时间 持卡 累计 消费 满额 即可 将 以下 豪礼 轻松 搬 回家 ！ 1 、 当日 累计 消费 满 20000 元 即可 获赠 荣升 冰箱 ， 日限 8 台 2 、 当日 累计 消费 满 30000 元 即可 获赠 奥克斯 柜式 家用 冷暖空调 ， 日限 5 台 3 、 当日 累计 消费 满 40000 元 即可 获赠 康佳 42 寸 LED 电视 ， 日限 3 台 除此之外 ， 兴业银行 、 光大银行 持卡人 刷卡 消费 满 1000 元 送 100 元 礼金 ， 平安 银行 、 北京 银行 、 民生银行 、 浦发银行 及 中信银行 均 推出 持卡人 刷卡 满额 赠 活动 ， 精彩 好礼 等你拿 ， 还 犹豫 什么 ， 机会 不 容错过 ！ 七 、 我们 的 保障 Ø                     1200 名安管 维持 现场 每年 的 新世界 店庆 都 会 吸引 全 北京 的 市民 前来 选购 心仪 的 商品 ， 为 保障 现场 秩序 及 顾客 人身安全 、 确保 店庆 顺利进行 ， 在 安保 方面 ， 今年 店庆 在 去年 人员 安排 基础 上 增加 了 近 一倍 ， 约 有 1200 名 安保 人员 在 现场 内外 维护 秩序 。 Ø                     额外 增加 80 个 临时 收银台 根据 以往 店庆 经验 ， 店庆 期间 将 有数 以 百万 的 顾客 来店 消费 ， 为了 缓解 消费者 交款 排长队 的 困扰 ， 收银台 比 平时 多 开设 了 近 80 个 收银台 ， 增加 近百名 收银员 ， 从而 全线 提高 收银 速度 以 节约 消费者 的 购物 时间 。 Ø                     联动 周边 配套 设施 停车 、 用餐 、 休息 无疑 也 是 消费者 所 关心 的 话题 ， 商场 已经 协调 好新怡 家园 、 正仁 大厦 、 新城 文化 大 ? 等 周边 小区 停车场 ， 同时 新世界 女子 百货 在 店庆 期间 会员 免费 停车 ， 至少 3000 个 泊车 位 让 您 停车 通畅 无忧 。 除了 有 免费 的 停车 服务 ， 女子 百货 里 还有 绝佳 的 餐饮 休闲 满足 消费者 在 购物 之余 的 饮食 所 需 ， 要是 逛累 了 ， 就 去 女子 百货 美美 的 吃 一顿 吧 ， 因为 在 这里 连 吃饭 都 推出 了 超值 的 套餐 待遇 ： 黑松 白露 、 豆捞坊 等 数 10 家 餐厅 ， 将 原价 36 元至 81 元 不 等 的 餐点 统一 以 19 元 套餐 价 出售 ， 怎 一个 爽字 了 得 ！ 另外 ， 店庆 期间 新世界 店内 餐饮 及店 外 如 85 度 C 、 星巴克 、 麦当劳 等 餐饮 商户 都 已 准备 好 配合 此次 夜间 不 打烊 的 活动 ， 可以 说 ， 购物 、 停车 、 吃饭 、 休息 我们 已 全部 为 消费者 周全 想到 。 崭新 的 购物 环境 、 全新 的 品牌 组合 、 完善 的 设施 、 贴心 的 服务 ， 让 此次 前来 的 消费者 放心 、 尽心 、 全心 的 投入 到 我们 此次 夜间 不 打烊 的 火爆 购物 狂潮 之中 。 
 时尚 	 花边 报 ： GAGA 附体   萧亚轩 张韶涵 谁 更 出位 导语 ： 张韶涵 的 “ 潘多拉 星球 ” 演唱会 造型 百变 ， 开场 就 从 银色 巨蛋 中 走出 ， 头戴 黑色 大 耳朵 装饰 的 她 宛若 精灵 般 ， 浑身 散发 着 光芒 。 萧亚轩 更是 为 个人 第 11 张 个人专辑 《 潇洒 小姐 》 MV 花费 重金 打造 时尚 装扮 。 俩 人 造型 都 十分 夸张 前卫 ， 不 知道 是不是 受到 了 GAGA 姐 的 影响 ， 被 集体 附身 了 。 往期 花边 报 回顾 ： 花 30 万 量身 打造 专属 ELVA 的 “ 超激虹光 战甲 装 ” ， 以炫烂 夺目 的 粉红 萤光 线条 ， 据 了解 为了 展现 “ 潇洒 小姐 ” 的 利落 与 性感 。 不过 夸张 的 粉红 女战士 造型 你 喜欢 吗 ？ 头戴 夸张 的 翅膀 造型 ， 身披 奢华 的 水钻 流苏 装饰 ， 还 用到 了 gaga 最爱 的 无 裤装 ， 高耸 的 肩头 很 有 女皇 气势 ， 仔细观察 羽毛状 的 睫毛 装扮 效果 很 出彩 。 
 时尚 	 长款 牛仔 衬衫 展 性感 牛仔衣 特有 的 线条 与 质地 ， 总会 带给 人 硬朗 的 感觉 ， 如果 选择 一款 有 腰身 的 牛仔 衬衫 ， 精致 度 立马 加 分 。 此时 混 搭 深色 系 的 破洞 牛仔裤 ， 清新自然 ， 又 能 具备 独特 个性 。 一到 秋日 ， 商场 里 的 新品 中 总是 少不了 一件 风衣 的 身影 ， 俨然 是 这个 季节 里 的 个性 信物 ， 此时 ， 你 已经 挑 好 一件 满意 的 风衣 ， 就 得 搭配 一条 牛仔 长裤 ， 大方 又 干练 的 你 跳脱 眼前 。 白衬衫 搭配 牛仔 背心 ， 浓浓的 学生味 扑面而来 ， 再 搭配 一条 深色 牛仔裤 ， 阳光 又 青春 。 长款 的 牛仔 衬衫 ， 会 带给 你 意想不到 的 俏皮 感 ， 领口 的 设计 ， 令 你 姣好 身材 展露 无遗 ， 此时 在 小 配饰 上下 点 功夫 ， 就 会 迷住 每 一个 路过 的 男人 。 
 时尚 	 黑 红色 是 扮 神秘 的 最佳 组合 黑 红色 是 扮 神秘 的 最佳 组合 ， 不过 不得不 说真的 不 适合 张韶涵 。 不过 纱质 的 拖地 裙摆 点缀 上 红花 还是 很 有 气势 ， 舞台效果 应该 不错 。 单肩 设计 层叠 的 荷叶 流苏 装饰 ， 略带 波 西米亚 风情 的 白色 裙装 ， 这 身 张韶涵 穿 上 效果 还 真是 不错 。 张韶涵 的 这身 装扮 让 小编 有点 没 认出来 ， 层叠 的 羽毛 一直 拖 到 地下 做成 裙摆 ， 还 用 闪耀 裤装 打底 ， 白色 高跟鞋 防水 台 目测 就 有 大概 4 厘米 。 帅气 利落 的 小男生 装扮 ， 闪亮 马甲 收紧 腰身 突出 身材 。 
 时尚 	 潮爆 日本 年轻 男女 品牌 进驻 上海港 汇 广场 导语 ： 日前 ， collect   point 携 旗下 五 大潮 爆 日本 品牌 进驻 港汇 广场 三楼 ， 其中 包括 三大 少女 品牌 ： 清新 休闲 的 LOWRYS   FARM 、 个性 十足 的 JEANASiS 、 甜美 性感 的 Heatherich ， 以及 两 大型 男 品牌 ： 街头 贵族 的 HARE 、 型格 硬朗 的 LOWRYS   FARM   MEN 。 开业 当天 ， 超模 张亮 携 一众 模特儿 为 来宾 展示 五大 至 IN 潮牌 的 秋冬 新款 ， 完美 演绎 了 各 品牌 秋冬 新款 的 至潮 风格 及 独特 个性 。 collect   point 港汇店 是 Point 进入 中国 市场 以来 旗下 品牌 最全 的 一家 专门店 。 330 平米 的 店铺 配合 简约 舒适 的 装修 风格 ， 为 喜爱 时尚 ， 追随 潮流 的 年轻 男女 提供 了 一个 既 个性 又 舒适 的 购物 新 据点 。 
 时尚 	 GAP 品牌 体验 会 上海 直击 导语 ： 今天 ， 即将 登陆 中国 的 美国 经典 休闲 时尚品牌 GAP 在 上海 举行 品牌 体验 会 ， 与 各界 时尚 媒体 独家 分享 GAP 品牌 理念 、 抢先 预览 秋冬 限量 新品 。 GAP 亚太区 总裁 John   Ermatinger 亲自 携当季 最新 的 GAP   1969 经典 牛仔 和 假日 系列 出席 ， 为 嘉宾 呈现 “ 酷 与 摩登 ” 兼备 的 美式 经典 休闲 风尚 。 本次 体验 会上 ， GAP 重点 介绍 了 “ 1969 经典 牛仔 系列 ” ( 英文 ： GAP   1969   Premium   Jeans ， 以下 简称 ： 1969 系列 ) 和 秋冬 假日 系列 ， 涵盖 成人 、 儿童 和 婴儿 产品 。 其中 ， 1969 系列 是 2009 年 品牌 40 周年 之际 推出 的 旗舰 牛仔裤 系列 ， 用 最 先锋 的 设计 理念 传承 GAP 的 品牌 精神 。 该 系列 的 产品 极其 贴身 、 做工 精良 ， 并 注重 面料 细节 。 正如 品牌 创始人 Don 和 Doris   Fisher 在 创业 之初 所 秉持 的 理念 ： 让 人们 可以 方便 地 找到 一条 真正 合身 的 牛仔裤 。 “ 对于 我们 而言 ， 设计 最 重要 的 一点 就是 要 合身 ， 合身 ， 再 合身 。 我们 致力于 设计 的 是 你 曾 穿过 的 最 合身 的 牛仔裤 。 顾客 走进 Gap 全球 的 任何 一家 门店 ， 都 能 找到 最 适合 他们 个性 和 体型 的 牛仔裤 ” ， 曾 在 Giorgio   Armani 和 Anne   Klein 等 具有 时尚 领导力 的 品牌 任 设计师 ， 于 2007 年 加入 GAP 担纲 设计 总监 的 Patrick   Robinson 如是说 。 同时 ， 这种 完美 合身 的 设计 也 延伸 到 了 GAP 的 儿童 和 婴儿 系列 。 今年年初 ， GAP 进一步 推出 了 1969 系列 专为 Gapkids 设计 的 儿童 款式 。 新 的 系列 通过 采用 舒适 耐穿 和 多样化 的 Denim 面料 ， 提供 了 多种 款式 、 剪裁 和 水洗 痕 设计 的 牛仔裤 。 今年 秋冬 ， GAP   1969 系列 大胆 运用 印花 图案 ， 漂白 工艺 ， 以 硬朗 的 剪裁 和 有趣 的 细部 处理 打造 更加 个性 张扬 的 牛仔 装扮 。 此外 ， 全新 发布 的 GAP 秋冬 假日 系列 则 以   “ Must   Have   Style ”   ( 必备 款式 ) 为主 ， 倾力 打造 与 朋友 、 家人 及 恋人 共度 的 多彩多姿 的 假日 风情 。 无论是 当季 必备 的 毛衣 单品 ， 还是 羽绒 外套 ， 该 系列 都 以 丰富 的 色彩 和 面料 混 搭 ， 为 消费者 提供 时尚 性感 、 质感 轻盈 、 功能 多样 的 着装 体验 。 据悉 ， 两大 系列 都 将 在 北京 和 上海 的 旗舰店 与 其他 GAP 产品 系列 同步 推出 。 活动 现场 ， 媒体 们 独家 聆听 了 GAP 品牌 故事 ， 零距离 感受 到 GAP 舒适 细腻 的 产品 质地 ， 对 品牌 的 中国 之 行 充满 期待 。 
